기관구분,등록기관,등록번호,유형,단체명,대표자,소재지,주된사업,연락처,등록일,주관과
중앙행정기관,농림축산식품부,41,사단법인,사단법인 대한민국지키기,황혜수,"서울시 강남구 논현로85길 58 7층, 744호(역삼동)","ㅇ식량안보, 식품안보 홍보 및 정책개발사업
ㅇ친환경 해외농업개발 및 국제(농업)개발협력 관련 사업
ㅇ친환경 해외농업 연구, 조사 및 해외농업개발 전문인 양성, 파견
ㅇ국제 구호사업 및 기후 변화 대응사업
ㅇ'농사로 대한민국을 지키자'는 목적을 이루는 유관사업",1611-2667,2015-12-28,국제협력총괄과
중앙행정기관,농림축산식품부,42,사단법인,사단법인 젊은농촌살리기 운동본부,박흥서,서울시 종로구 새문안로 5가길 3-1(당주동 영진빌딩 701-A)호,"농업인력 확보, 농지보전, 농촌발전 기반조성 등과 관련된 연구 및 방안마련, 농업인 교육 등을 통해 농업발전과 국력신장에 이바지",02-725-5778,2016-06-01,경영인력과
중앙행정기관,농림축산식품부,43,사단법인,(사)국제슬로푸드한국협회,김종덕,경기도 남양주시 경춘로 460(백석빌딩) 302호,국제협회가 정한 정관 및 각종 규약과 슬로푸드 선언문의 철학에 따라 누구나 좋고 깨끗하며 공정한 음식을 누릴 수 있도록 활동함,031-576-1665,2017-01-02,식생활소비정책과
중앙행정기관,농림축산식품부,45호,,굿파머스,장경국,"경기도 수원시 영통구 덕영대로 1556번길 16, 에이동 1104호(영통동, 디티절엠파이어빌딩)","농식품분야 국제협력 지원사업 및 연구개발 사업
해외농업개발사업",,2018-09-06,국제협력총괄과
중앙행정기관,농림축산식품부,제46호,,통일옥수수,홍석준,경기도 연천군 신서면 도대로3번길 25,"ㅇ 통일옥수수 가꾸기를 통한 통일 후 식량자급 확보 사업
ㅇ 평화 통일 및 국토 환경 보전 사업
ㅇ 소외 계층 지원 및 북한에 대한 인도적 지원
ㅇ 학생, 시민, 해외동포 네트워크 형성을 통한 통일 수 식량 자급 사업
ㅇ 농장 운영을 통한 옥수수 등 농작물 재배 및 가공 판매 사업
ㅇ 전 항목의 목적 달성을 위한 제반 사업 및 이를 위한 출판 및 언론사 운영을 통한 홍보사업
ㅇ 토종종자 보전을 위한 종자 및 육종사업
ㅇ 통일 농업을 위한 청년귀농학교 등 농업관련 교육기고나 운영",,2018-11-01,식량산업과
중앙행정기관,농림축산식품부,제47호,,(사)한국과수협회,강상조,경기도 수원시 팔달구 수성로 92 농민회관 별관 3층 304호,"ㅇ 과수의 재배관리, 기술 및 경영지도
ㅇ 개원지도 및 우량품종 묘목 알선
ㅇ 과실생산 자재의 합리적 이용 방안에 관한 조사 및 연구지도
ㅇ 과실의 품질, 위생, 포장개선과 표준화지도 및 소비촉진 유도
ㅇ 과실의 생산, 유통, 가공, 소비가격 등의 동향조사 연구
ㅇ 과수관련 산업에 대한 국제 교류 및 협력에 관한 사항
ㅇ 과수관련 산업에 대한 정보 수집과 홍보
ㅇ 과수 산업에 관한 정기 간행물 발간
ㅇ 정부가 위탁하는 사업의 수행
ㅇ 기타 과수 산업 육성에 필요한 사항",,2018-12-06,원예경영과
중앙행정기관,농림축산식품부,50,,한국퍼머컬처네트워크,유희정,부산시 금정구 학산로13번길 11 (남산동),"퍼머컬처, 도시농업 활성화를 위한 정책 제안 및 민관 협력 교류",,2024-01-16,과학기술정책과
중앙행정기관,농림축산식품부,51,,청년후계농업경영협회,최재혁,"서울특별시 강남구 논현로 20길 22, 404","- 지속가능한 농업을 위한 영농 교육 및 컨설팅 사업
- 인적 네트워크를 유지하고 홍보 및 광고 지원 사업
- 회원이 필요한 판로개척 및 수출지원 사업
- 우수한 스마트팜과 미래 영농기술 및 탄소중립 농업을 보급하는 사업
- 농산물 보관을 위한 창고 및 물류 지원 사업",,2024-12-20,청년농육성정책팀
중앙행정기관,농림축산식품부,제53호,,전국도시농업관리사연합회,이정호,부산시 금정구 금강로 565번길 15(5층),"도시농업 관련 정책개발 및 제안, 교육 및 도농 교류사업 등",,2025-01-21,과학기술정책과
중앙행정기관,국가유산청,"2005
-1",,문화유산답사회 우리얼,김호경,서울특별시 중구 서애로3길 13 대진빌딩 2층 남이디자인,"문화유산 답사, 연구및관련학술행사 등",02-2264-7839,2005-08-08,문화유산교육팀
중앙행정기관,국가유산청,"2006
-1",,문화유산연대,김란기,"서울특별시 종로구 종로35길 25, 자인빌딩 7층 (효제동)","문화유산의 보존, 보호, 교육,홍보",02-744-9926,2006-03-03,문화유산교육팀
중앙행정기관,국가유산청,"2009
-1",,여성문화유산연구회,홍유숙,서울특별시 종로구 대학로 122 흥사단 401호,". 여성 문화유산 및 역사관련 조사 연구 및 출판활동
. 여성 문화유산 지킴이 활동
. 여성 문화유산에 관한 답사코스 개발 및 답사활동",02-814-0110,2009-01-06,문화유산교육팀
중앙행정기관,국가유산청,"2010
-2",,국제교류문화진흥원,유정희,서울특별시 종로구 북촌로 137-13,"○ 문화재 가치 개발 및 문화재 외국어해설 기법 연구
○ 위 사항과 관련된 평생교육시설 설립 및 평생교육 사업 추진
○ 위 사항과 관련된 타 기관 및 학회와의 교류 등",02-3210-3266,2010-03-29,활용정책과
중앙행정기관,국가유산청,"2012
-1",,한국문화유산정책연구소,황평우,인천광역시 강화군 선원면 철종외가길44번길 10-8,문화유산정책 연구,02-718-7884,2012-02-10,정책총괄과
중앙행정기관,국가유산청,2014-1,사단법인,(사)한국문화유산진흥원,안두순,서울시 종로구 인사동10길 26 동예헌빌딩 3층,"․문화유산의 합리적 보존관리를 위한 조사연구 및 감정평가․문화유산 전시 및 지원 사업과 부대사업․전통문화 선양과 애호사상 고취를 위한 자원봉사 및 인력관리사업․문화유산 유지, 보수, 환경개선사업 및 그 타당성 조사 등",02-744-2555,2014-02-12,"안전기준과
(481-4928)"
중앙행정기관,국가유산청,제2018-1호,재단법인,(재)문화유산회복재단,이상근,"서울특별시 영등포구 국회대로 66길 17, 성우빌딩 1001호","ㅇ 문화유산 회복사업 
ㅇ 문화유산의 발굴 및 보전사업
ㅇ 문화유산 정책개발 및 입법지원, 자문, 연구용역
ㅇ 문화유산분야 국제교류사업",,2018-11-06,국제협력과
중앙행정기관,방송미디어통신위원회,8,사단법인,한국사이버감시단,공병철,"서울특별시 강남구 논현로 58, 진양프라자 1704호 (개포동)",정보통신관련 소비자보호활동 및 피해구제사업 등,0502-444-4112,2002-01-17,법무담당관실
중앙행정기관,방송미디어통신위원회,13,,클린콘텐츠국민운동본부,안종배,"서울특별시 금천구 가산디지털1로 168, C동 1304호(가산동, 우림)",". 건전한 유비쿼터스 콘텐츠개발 및 확산운동 전개
. 언론 및 미디어를 통한 Clean contents 캠페인전개
. 범국민 대상 Clean contents 공모전 실시",02-2026-0114,2008-10-02,융합정책과
중앙행정기관,방송미디어통신위원회,16,,인터넷윤리실천협의회,정진욱,"서울특별시 용산구 한강대로 109, 용성비즈텔 10층 1002호 (한강로2가)",". 인터넷윤리관련 기관간업무상호협조 및 정보교환사업
. 인터넷윤리에 관한 지식 및 기술보급에 관한 사업
. 인터넷윤리 EXPO의 연계 개최",02-2077-1577,2009-02-25,네트워크윤리팀
중앙행정기관,방송미디어통신위원회,18,,바른댓글실천연대,오진국,서울 마포구 마포대로 63-8,"소통문화 계발사업, 온라인 예절교육사업, 악플추방을 위한 시민운동 등",070-7517-0797,2013-10-25,인터넷윤리팀
중앙행정기관,방송미디어통신위원회,제20호,,한국다문화센터,김성회,"서울특별시 중구 서애로1길 11, 비112호",다문화 청소년 육영사업 등,02-2268-0468,2019-12-17,행정법무담당관
중앙행정기관,국토교통부,"2
(건설교통부)",,교통문화운동본부,박용훈,"서울특별시 강서구 허준로 217, 906동 1호(가양동, 가양테크노타운)","1. 교통문화 해결을 위한 각종 정책개발 및 제안
2. 대중교통 이용 시민문화 의식개선 사업",02-3661-9961,2000-05-09,교통안전복지과
중앙행정기관,국토교통부,3,사단법인,한국해비타트,윤형주,"서울특별시 중구 동호로 195-7(신당동, 송죽빌딩)","1. 무주택 영세민들을 위한 사랑의 집짓기 건축활동
2. 목적사업의 옹호 및 지지획득을 위한 활동
3. 사업수행에 필요한 자금의 모금활동
4. 자원봉사단의 조직, 훈련, 동원
5. 저렴한 주택 건축방안의 연구, 개발
6. 영세민의 노후주택의 보수
7. 국제해비타트와의 국제적 협력사업",1544-3396(대표전화)02-3407-1925,2000-05-09,주거복지기획과
중앙행정기관,국토교통부,"4
(건설교통부)",사단법인,전국아파트입주자대표회의연합회,이재윤,"대구광역시 중구 국채보상로 515, 갑을빌딩 3층","1. 공동주택관리업무에 관한 제도개선
2. 공동주택관리업무에 관한 지도.교육 및 연수
3. 공동주택관리업무에 관한 홍보활동과 각종 간행물 발간
4. 국내외 주택관리 유관기관과의 연대사업 및 정보교환
5. 지도교육 기타 부대사업",053-426-0504,2006-03-27,주택건설공급과
중앙행정기관,국토교통부,"5
(건설교통부)",사단법인,서남해안포럼,김정태,전라남도 무안군 읍 무안문화원 101,"국가균형발전을 위한 서남해안개발추진, 법제정 및 정부의 사업추진 촉구 등",061-281-3403,2008-03-21,지역정책과
중앙행정기관,국토교통부,1,사단법인,우리공원가꾸기본부,최장환,대전광역시 서구 괴곡1길 55 (괴곡동),"1. 꿈이 있는 깨끗한 공원 조성
2. 건강하고 푸르른 공원 조서
3. 공원유지봉사활동, 순찰 및 시설물 점검, 캠페인홍보 등",042-825-6201,2013-10-11,녹색도시과
중앙행정기관,국토교통부,제5호,,주거복지문화운동본부,안현자,"서울특별시 서초구 방배천로2길 15, 5층(방배동, 오륜빌딩)","ㅇ 주거복지 소외층 돕기
ㅇ 사회안전망 구축을 위한 주거복지사업
ㅇ 주거복지전문가 양성
ㅇ 주거복지교육 활성화를 위한 연구사업 등",,2017-11-21,규제개혁법무담당관
중앙행정기관,국가인권위원회,1,사단법인,국제앰네스티 한국지부,신민정,"서울 종로구 율곡로56(운현 하늘빌딩, 8층)",인권현안개선사업,02-730-4755,2008-06-23,행정법무담당관실
중앙행정기관,소방청,"74
(소방청)",사단법인,한국인명구조견협회,이만목,"서울특별시 광진구 광나루로 441, 어린이회관 문화관3층(능동)",인명구조활동,02-2272-3206,2001-05-08,119구조과
중앙행정기관,소방청,"87
(안행부)",사단법인,한국수난안전협회,박병화,부산광역시 동래구 충렬대로322번길 3 (낙민동),수난안전대원 교육 및 인명구조활동,051-545-5608,2003-03-18,119구조과
중앙행정기관,소방청,"2004-1
(소방청)",사단법인,한국생활안전연합,"윤명오
김태윤
윤선화","서울특별시 서초구 동광로1길 93-3, 청남빌딩5층",어린이·청소년·여성·노인·장애인 등의 안전권리 증긴 및 안전복지위한 사업 등,02-3476-0119,2004-12-15,119생활안전과
중앙행정기관,소방청,"132
(안행부)",사단법인,대한민국재난구조협회,박용성,서울 송파구 충민로6길 49(장지동),재해.재난시 인명구조 및 복구활동,02-448-9716,2006-10-17,119구조과
중앙행정기관,소방청,"2007-2
(소방청)",사단법인,서울산악조난구조대,김남일,서울특별시 서초구 신반포로47길 23 (잠원동),". 산악지역의 조난 및 사고의 구조활동
. 산악사고 예방을 위한 시설물 교체 및 보수작업
. 산악안전을 위한 시민대상 교육 및 계몽활동
. 산악구조장비 및 기술에 관한 연구 및 교육
. 산악환경의 보존을 위한 각종 활동
.  기타 대형재난의 구난, 구조활동 및 사업",02-512-4376,2007-12-03,119구조과
중앙행정기관,소방청,"2008-3
(소방청)",사단법인,지구촌재난구조단,신용일,서울특별시 중구 장충단로 72  (장충동2가),재난재해시의 구조 수행,02-2238-0745,2008-04-18,119구조과
중앙행정기관,소방청,"2011-1
(소방청)",,대한소생협회,박동철,"경기도 안산시 상록구 후곡2길 35, 202호",생활안전 및 심폐소생술 교육,031-409-2119,2011-11-10,119생활안전과
중앙행정기관,소방청,"2012-1
(소방청)",사단법인,한국소방구조스포츠연맹,정재규,경상남도 진주시 망경북길24  (망경동),"소방, 구조 스포츠를 결합하여 시민들에 교육, 훈련 및 스포츠 외교 추진",055-763-3119,2012-11-21,119구조과
중앙행정기관,과학기술정보통신부,2014-001,사단법인,한국장애인정보화협회,장희덕,"서울시 강북구 삼양로 155길 5, 2층(우이동, 용천빌딩)",장애인 정보화교육 및 사랑의 PC 보내기 운동,02-876-9355,2000-04-28,서울전파관리소
중앙행정기관,과학기술정보통신부,2014-004,사단법인,한국과학우주청소년단,서상기,서울특별시 종로구 혜화로 46 (혜화동),"과학청소년 활동
(과학체험, 수련활동, 국제교류 등)",,2000-05-02,거대공공연구정책과
중앙행정기관,과학기술정보통신부,(구)정통부 4,사단법인,학부모정보감시단,권오주,"서울특별시 용산구 청파로47나길 7, 청파플라자 401호 (청파동2가)","PC통신 및 인터넷 모니터링, 건전싸이트 발굴 및 보급.육성",706-4452,2000-05-30,서울전파관리소
중앙행정기관,과학기술정보통신부,(구)정통부 5,사단법인,(주)한국저시력인협회,미영순,서울특별시 영등포구 영신로 136(영등포동4가),"o 저시력인의 능력개발에 필요한 소포트웨어, 프로그램 및 보조기기 개발
o 저시력인의 학습능력 및 직업능력 개발
o 저시력인 적합 직종의 조사, 연구 개발",2677-4662,2001-07-12,서울전파관리소 방송통신서비스과
중앙행정기관,과학기술정보통신부,4,사단법인,사랑의우편함달기국민운동본부,이진일,"서울특별시 은평구 갈현로 321, 2층(갈현동)",우편수취함 및 문패달기운동 추진통한 선진우정문화 정착과 폐품수집등,02-720-0505,2001-10-18,"우정사업본부
(서울체신청)"
중앙행정기관,과학기술정보통신부,2014-003,사단법인,한국장애인CARE협회,박명호,"서울시 금천구 시흥대로 399, F507(독산동, 시티렉스)",". 장애인용품 연구개발을 위한 사업
. 장애인 교육을 위한 사업․장애예방사업 등",02-3280-7755,2005-03-22,국립과천과학관
중앙행정기관,과학기술정보통신부,교육부 7,사단법인,과우회,박승덕,"서울특별시 강남구 테헤란로7길 22, 한국과학기술회관 신관 1006호 (역삼동)","과학기술부 및 기타관련기관에 대하여 과학기술정책의 자문 및 건의
과학기술진흥에 관한 조사연구 및 홍보
회원상호간의 친목과 후생복지증진 및 상부상조에 관한 사업
과우회보 발간사업",02-566-3246,2007-03-27,과천과학관
중앙행정기관,과학기술정보통신부,교육부 46,사단법인,대구경북여성과학기술인회,김인선,"대구광역시 동구 동대구로 475, 대구벤처센터 13층 (신천동)","○ 대구경북여성과학기술인 database 구축사업 
○ 지역의 과학문화 진흥과 확산 사업 등",053-753-3368,2012-01-31,국립중앙과학관
중앙행정기관,과학기술정보통신부,교육부 52,사단법인,한국과학문화교육단체연합,진정일,"서울특별시 성동구 왕십리로 222, 자연과학대학 102호","○ 과학문화교육단체의 진흥을 위한 정책, 제도, 교육에 관한 연구 및 보급
○ 과학문화 확산을 위한 토론회, 세미나, 심포지엄 
○ 과학문화교육단체 공동 전시 및 행사 등",02-567-1667,2012-12-04,국립과천과학관
중앙행정기관,과학기술정보통신부,2014-002,사단법인,사단법인유라시아그린이니시아티브,성태진,"서울시 구로구 디지털로 288, 509호","․고비사막에 숲과 초원, 농토를 조성하는 기후변화 대응, 사막화 방지사업 및 친환경적인 에코 그린시티를 위한 국제공동사업",070-8867-1149,2014-01-06,국립과천과학관
중앙행정기관,과학기술정보통신부,2016-31-0001,사단법인,(사)한국정보교육문화협회,박혜숙,"경기도 고양시 일산서구 일산로 741번길 18, 1층(대화동)","정보교육문화, 예술인재 양성 및 자원봉사자 배출",031-911-7115,2016-05-16,서울전파관리소
중앙행정기관,과학기술정보통신부,2016-31-0002,사단법인,(사)한국웹에이전시협회,최 재 완,"서울시 금천구 가산디지털1로 226, 1706호(가산동)","랜섬웨어 피해 예방을 위한 가이드 배포, ICT기업 재직자 재교육",02-830-5767,2016-12-12,서울전파관리소
중앙행정기관,과학기술정보통신부,2016-31-0003,사단법인,(사)한국게임중독협회,이정기,"서울시 송파구 송이로 101, 5층(가락동)","게임중독예방, 상담, 치료, 재발방지 등 전문가 양성",02-402-2030,2016-12-13,서울전파관리소
중앙행정기관,행정안전부,1,사단법인,순국선열유족회,김시명,"서울특별시 서대문구 통일로 251, 독립공원내 독립관 (현저동)",순국선열  및 민족정기 선양,02-365-4387,2000-05-16,운영지원과
중앙행정기관,행정안전부,11,사단법인,한국시민자원봉사회,유주영,"서울특별시 종로구 통일로 272, 301호 (무악동)",자원봉사 활동,02-723-0352,2000-05-16,민간협력공동체과
중앙행정기관,행정안전부,12,사단법인,국민화합시민연대,장윤환,"서울특별시 영등포구 국회대로70길 15-1, 1007호(여의도동)","국민화합정신 함양, 지역갈등 해소",02-786-4379,2000-05-16,자치행정과
중앙행정기관,행정안전부,14,사단법인,새마을운동중앙회,김광림,경기도 성남시 분당구 새마을로 257,새마을운동 및 교육,031-620-2300,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,15,사단법인,직장.공장새마을운동중앙협의회,최종현,서울특별시 강남구 영동대로 316 (대치동),직장.공장새마을운동 추진,02-2600-3722,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,16,사단법인,새마을문고중앙회,허필수,서울특별시 강남구 영동대로 316 (대치동),"새마을문고 설치, 국민독서진흥",02-2600-3681,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,17,,마음챙김행복개발원,김영석,"서울 중구 동호로24길 27-17, 5층","시민의식 계몽, 저소득 계층자녀 지원 등",02-927-0588,2000-05-16,민간협력공동체과
중앙행정기관,행정안전부,18,사단법인,한국자원봉사협의회,장석준,서울특별시 중구 동호로 195-6 아리빌딩 4층(신당동),자원봉사 조사.연구프로그램 개발,02-737-6922,2000-05-16,민간협력공동체과
중앙행정기관,행정안전부,19,사단법인,사회정의실현시민연합,박두익,"서울특별시 중구 을지로 14길 7, 501호(을지로3가)","기초질서확립, 민족정기바로 세우기 등",02-2272-6055,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,20,사단법인,한국자원봉사문화,이순동,"서울특별시 서초구 강남대로43길 14-1, 벧엘빌딩 3층(서초동)","자원봉사자 교육, 연구. 조사, 컨설팅",02-415-6575,2000-05-16,민간협력공동체과
중앙행정기관,행정안전부,21,사단법인,사단법인대한민국 통일건국회,권영해,"서울특별시 강서구 공항대로 525, 제1122호(등촌동, 비원오피스텔)",건국이념 계몽.홍보,02-2238-2172,2000-05-16,자치행정과
중앙행정기관,행정안전부,22,사단법인,충효예실천운동본부,이정환,"서울특별시 동작구 노량진로 4, 206(대방동, 대방빌딩)","․충효예 교육 프로그램 개발 및 교육원 운영
․충효예 실천 범국민운동 전개 등",02-720-2895,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,24,사단법인,자전거사랑전국연합회,권오성,"서울특별시 송파구 올림픽로 424, 올림픽공원내 139호 (방이동)",". 자전거이용 활성화정책 개발을 위한 학술 발표회, 토론회, 공청회개최
. 자전거 이용에 대한 국내외의 자료수집 및 출판 등",02-2203-6182,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,26,사단법인,한국사회보장정책학회,오의교,"서울특별시 영둥포구 국회대로 72길 11, 909호","o 민주시민 실천윤리 연구와 민주공동체의식 실천교육
o 민주공동체의식 전파를 위한 활동가 양성
o 사회적 공동선 추구행사
o 민주공동체의식 형성을 위한 센터운영 및 운동전개
o 정기 간행물 및 책자 발간
o 학술․연구 용역과 발표회 및 강연회 등의 정책사업
o 국내외 관련 학술단체와의 교류사업
o 국회 및 정부, 지자체, 시민단체 등과의 협력사업
o 노인․장애인 등 취약․소외계층을 위한 복지사업
o 그 밖에 본 학회 목적달성에 필요하다고 인정하여 결정한 사업",02-703-6793,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,28,사단법인,열린사회시민연합,"송문식, 이광흠",서울시 동대문구 천호대로 83길 3 포유존빌딩 B 201호,"○ 자발적으로 나눔을 실천하는 자원봉사사업
○ 민주주의와 공동체의식을 함양하는 시민교육사업
○ 주민의 자치역량을 키우는 주민자치사업 등",02-3676-6501,2000-05-16,민간협력공동체과
중앙행정기관,행정안전부,"3
(안행부)",,사랑실은교통봉사대,손삼호,"서울특별시 영등포구 대림로 165, 대성빌딩 203호 (대림동)","심장병어린이돕기, 국민화합, 교통질서 확립운동",02-846-1664,2000-05-16,안전개선과
중앙행정기관,행정안전부,33,사단법인,공동체의식개혁국민운동협의회,김지길,"서울특별시 종로구 새문안로 103, 삼양빌딩 301호 (신문로1가)",의식개혁운동 실천,02-736-4340,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,34,,공명선거실천시민운동협의회,박강수,"서울특별시 종로구 삼일대로 30길21, 306호",공명선거 실천운동 유권자 교육,02-747-9885,2000-05-16,선거의회자치법규과
중앙행정기관,행정안전부,37,사단법인,걷고싶은도시만들기시민연대,김기호,"서울특별시 종로구 세종대로23길 54, 세종아파트 902호 (당주동)",걷고 싶은 도시환경 조성,02-332-6044,2000-05-16,지역공동체과
중앙행정기관,행정안전부,39,사단법인,밀알중앙회,이래흥,광주광역시 북구 동문대로 111(우산동),"1. 회원 교육 훈련사업
2. 국민정신 계발을 위한 사업
3. 협동과 봉사정신 양양을 위한 사업
4. 국제협력을 위한 사업
5. 출판 및 기타 본회 목적달성을 위한 사업
6. 사회복지봉사 활동을 통한 의식개혁 운동 사업",062-526-0314,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,4,,열린사회자원봉사연합,노태일,서울특별시 영등포구 여의대방로 379 (여의도동),불우이웃을 위한 자원봉사 활동,02-597-6111,2000-05-16,민간협력공동체과
중앙행정기관,행정안전부,5,사단법인,한국도덕운동협회,조사현,"서울특별시 동대문구 천호대로 317, 우창프라자 903호 -A호 (답십리동)",도덕성회복운동 효자.효부발굴 시상,02-794-9772,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,6,사단법인,사단법인 바르게살기운동 중앙협의회,김상훈,서울특별시 동대문구 장한로 11,"바르게살기운동 계획 수립, 시행
바르게살기운동 과제 선정, 홍보
바르게살기운동 추진을 위한 자료 수집/연구
국민운동 단체와의 연계 협조 등",02-719-8111,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,"7
(안행부)",사단법인,한국112무선봉사단,김명배,서울특별시 송파구 성내천로125(마천동 30-4),"- 재난, 재해 비상사태 발생 시 인명구조와 복구를 위한 봉사활동
- 각종 안전사고 예방 및 사회연대활동
- 국민의 안전문화 향상과 건강증진을 위한 교육 및 홍보사업
- 기타 위 3개항에 부대되는 사업",02-401-0112,2000-05-16,재난대응정책과
중앙행정기관,행정안전부,8,사단법인,인간성회복운동추진협의회,고진광,서울특별시 종로구 경교장1길 13 (교남동),"자원봉사 및 건강한 나라,가정만들기 운동",02-744-9215,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,9,사단법인,한국자유총연맹,박종환,서울특별시 중구 장충단로 72 (장충동2가),"․자유민주주주의 역량 강화 국민운동 전개
․시민의식 제고를 위한 교육사업
․자유민주주의의 가치 연구 및 홍보사업 등",02-2238-0743,2000-05-16,새마을발전협력과
중앙행정기관,행정안전부,43,,사단법인 KYC 한국청년연합,박영철,"서울특별시 성북구 성북로6길 26, 5층","- 청년과 청소년을 위한 자원봉사활동 프로그램의 개발 및 추진
- 청년과 청소년을 위한 복지·교육·연구·문화·기금 사업
- 청년과 청소년을 위한 관련 시설의 운영 및 간행물 발간
- 청년과 청소년의 성장과 자원봉사 활성화를 위한 국제 및 남북한 교류협력사업
- 기타 본 회의 목적에 부합하는 다양한 사업",02-2273-2205,2000-05-17,민간협력공동체과
중앙행정기관,행정안전부,"44
(안행부)",사단법인,한국구조연합회,정동남,서울특별시 중구 동호로 208 (신당동),재해.재난구호 및 안전문화운동,02-2237-0779,2000-05-25,안전기획과
중앙행정기관,행정안전부,46,,부정부패추방실천시민회,박흥식,"서울특별시 종로구 통일로12길 74-2, 1층","부정부패추방, 시민의식 고취",02-725-8413,2000-05-25,민간협력공동체과
중앙행정기관,행정안전부,50,사단법인,한국국가기록연구원,이승휘,서울특별시 서대문구 남가좌동 50-3 명지대학교 본관 10층(서대문구 거북골로34),기록문화보급 및 창달,02-300-1845,2000-05-25,국가기록원 기록협력과
중앙행정기관,행정안전부,51,사단법인,지방의회발전연구원,임경호,서울특별시 마포구 마포대로 136(공덕동),지방의정활동 지원,02-3274-3100,2000-05-25,선거의회자치법규과
중앙행정기관,행정안전부,52,사단법인,한국자원봉사포럼,장석준,"서울특별시 용산구 한강대로 393, 3층(동자동 동산빌딩)",자원봉사 활성화 연구 및 관련사업,02-737-1082,2000-05-25,민간협력공동체과
중앙행정기관,행정안전부,54,사단법인,밝은사회국제클럽한국본부,허종,서울특별시 종로구 율곡로 110 (권농동),"건전사회운동, 자연애호운동",02-741-2274,2000-05-25,새마을발전협력과
중앙행정기관,행정안전부,57,사단법인,한국여성유권자연맹,이은주,"서울특별시 송파구 올림픽로35가길 11, 한신오피스텔 307호 (신천동)",여성의 민주의식 교육,02-423-5355,2000-05-30,민간협력공동체과
중앙행정기관,행정안전부,58,사단법인,6.3동지회,김영수,"서울특별시 마포구 마포대로 19, 신화빌딩 1007호 (마포동)",6.3 정신계승발전,02-783-6263,2000-05-30,사회통합지원과
중앙행정기관,행정안전부,59,사단법인,민주평화연구소,이호웅,"서울특별시 영등포구 국회대로62길 23, 원정빌딩 803호 (여의도동)",사회제분야의 개혁정책 대안 개발 및 교육,02-761-7188,2000-05-30,민간협력공동체과
중앙행정기관,행정안전부,60,사단법인,충효국민운동본부,하말수,"서울특별시 마포구 큰우물로 75, 1201호(도화동, 성지빌딩)","․충효 정신운동 사업, 충효정신 세계화 운동사업, 충효운동 지도자 양성, 충효정신의 교육 및 홍보 등",02-3273-4267,2000-05-30,새마을발전협력과
중앙행정기관,행정안전부,61,사단법인,한국신지식인협회,김종백,"서울 영등포구 국회대로74길 9, 506호 (여의도동, 삼보빌딩)",지식정보교류 및 대국민홍보,02-780-1123,2000-05-30,행정제도과
중앙행정기관,행정안전부,226,사단법인,한국여성정치연맹,김방림,"서울특별시 마포구 독막로 331, 1310호 (도화동)",여성의 정치지도력 배양을 위한 교육 및 지원 등,02-703-5237,2000-06-14,민간협력공동체과
중앙행정기관,행정안전부,64,,참여연대,"진영종, 한상희, 백미순",서울특별시 종로구 자하문로9길 16(통인동),참여민주사회건설을 위한 연구 및 감시활동,02-723-5304,2000-07-01,민간협력공동체과
중앙행정기관,행정안전부,65,,대한민국수훈자회,박영서,"제주특별자치도 제주시 고마로 92, 3층(일도이동)","ㅇ국위선양을 위한 국민계도 및 수훈의 가치관 고양   ㅇ수훈자들간 친목활동 및 교류
ㅇ수훈자들의 복지향상을 위한 지원사업
ㅇ지역사회 봉사 및 환경운동 전개",043-834-8811,2001-01-08,"상훈
담당관실"
중앙행정기관,행정안전부,69,,전국천만인자전거타기운동본부,정정웅,"서울특별시 중구 퇴계로 108, 502호(회현동3가, 세대빌딩)","자전거 교통수단 이용, 범국민 생활화운동",02-3675-9081,2001-02-24,새마을발전협력과
중앙행정기관,행정안전부,70,사단법인,한국자원봉사센터협회,김도현,서울특별시 용산구 한강대로393 동산빌딩6층(동자동),".지역센터간 정보교류 및 협력사업
.자원봉사관련 정책개발사업 등",02-715-8008,2001-02-24,민간협력공동체과
중앙행정기관,행정안전부,71,사단법인,한국투명성기구,김거성,"서울특별시 종로구 새문안로 42, 1006호(신문로2가)",부정부패 척결과 반부패 시스템 구축,02-717-6211,2001-03-14,사회통합지원과
중앙행정기관,행정안전부,72,,바른선거시민모임중앙회,권오운,서울특별시 영등포구 버드나루로 114번지,맑고 바른 선거문화 정착과 지방자치 참여,02-812-5624,2001-03-30,선거의회자치법규과
중앙행정기관,행정안전부,78,사단법인,한국시민사회봉사단,이규호,"서울특별시 노원구 석계로5길 37-6, 태광연립 바동 101호","나라사랑 실천 및 바른사회건설, 불우노인 및 소년소녀가장돕기 등",02-913-5248,2002-03-21,민간협력공동체과
